ID,IDRS_Date,count,Date,gower_similarity,OEZK,river_type,Conductivity,Nitrate,Nitrogen,Oxygen,Temperature,pH,Ammonium,Phosphate,XUTM32N,YUTM32N,System,Status,CatCropWald,Cat_Urban,Cat_tot_Agriculture,Cat_Agri_without_grassl,PCA1,delta_PCA,delta_OEZK,delta_gower_similarity
110000474,110000474_2011,3,2011,0.431524169,0.448,Typ 09.1,143,0.0840665,0.39,9.1,17.2,8.1,0.04179,0.02564,32659225.61,5764181.085,Elbe,HMWB,27.9138,8.40439,57.93666,53.31215,-0.43872055,-1.342400272,0.215,-0.052368851
110000490,110000490_2011,5,2011,0.606268814,0.786,Typ 05,45.5,0.001,0.063,9.8,10.9,7.6,0.003,0.004,32651336.08,5727031.042,Elbe,NWB,71.74146,4.00363,21.71779,13.21726,-1.058288557,0.044617169,0.008,0.073248551
110000499,110000499_2011,7,2011,0.464233251,0.84,Typ 17,69.9,0.0295855,0.61495,8.8,18.7,7.4,0.02124,0.01414,32766649.35,5746191.334,NA,NWB,43.92324,9.56061,NA,NA,-0.655319673,0.409592758,0.174,-0.084841035
110000508,110000508_2011,6,2011,0.512553689,0.318,Typ 16,55,0.00125,0.032,10.8,9.4925,7.2,0.027,0.002,NA,NA,NA,NA,NA,NA,NA,NA,-0.994502854,-1.372615042,0.011,0.028259919
110000509,110000509_2011,4,2011,0.59719831,0.926,Typ 05,46.5,0.003,0.401,10.3,13.9,7.8,5.00E-04,0.002,NA,NA,NA,NA,NA,NA,NA,NA,-1.013269396,-0.012985522,0,0.075450603
110000510,110000510_2011,4,2011,0.427546369,0.843,Typ 16,267,0.084469,1.533032,12.2,11.5,6.5,0.1202985,0.0567325,32749191.49,5730286.391,Elbe,NWB,99.24763,0.25024,0.32049,0,0.510846679,1.527199813,0.08,-0.097356767
110000515,110000515_2011,7,2011,0.519444318,0.747,Typ 17,64.1,0.004713,0.39797,10.9,18.2,8.5,0.011525,0.01019,32722850.81,5751720.207,NA,NWB,50.56296,15.70897,26.31189,18.6505,-0.99426421,-0.114757174,0.011,-0.009960243
110000526,110000526_2011,3,2011,0.563957287,0.572,Typ 07,101,0.009,0.659,11.4,11,8,0.016,0.006,NA,NA,NA,NA,NA,NA,NA,NA,-0.829265559,-0.595494951,0.214,0.031136846
110000527,110000527_2011,5,2011,0.501460389,0.067,Typ 06,98.3,0.26399,7.98,9.7,7.7,7.5,0.07,0.05,32645770.81,5786920.097,Weser,NWB,7.84586,6.3791,79.61297,73.694,2.190247079,0.491599575,0.036,0.016110003
110000560,110000560_2011,2,2011,0.567108179,0.834,Typ 16,36.6,5.00E-04,0.076,10.3,8.9,7.3,0.006,0.001,32725641.97,5759292.126,Elbe,NWB,66.67474,6.73561,26.96437,21.18554,-1.066988334,-0.062257469,-0.008,0.005238341
111000343,111000343_2011,2,2011,0.592658884,0.59,Typ 05,21.5,0.002680875,0.2,9.5,16.8,7.8,0.006628743,0.006226625,32827777.33,5648684.988,NA,NWB,65.52431,8.44899,26.06949,13.01608,-1.047834139,0.002411948,-0.099,0.029077184
111000386,111000386_2011,2,2011,0.576585439,0.589,Typ 05,29.9,0.002,0.37,11.8,5.7,7.5,0.017,0.003,32808125.82,5666805.237,Elbe,NWB,44.14485,6.3035,40.7804,36.36408,-1.02158205,-0.099149441,0.028,-0.018875316
111000434,111000434_2011,2,2011,0.540257748,0.274,Typ 06,96.9,0.008,0.77,9.6,11.4,8,0.007,0.014,32790654.33,5680212.198,Elbe,NWB,2.26953,10.74506,76.89277,75.1486,-0.728310268,-3.399750536,0.199,0.031936714
111000448,111000448_2011,2,2011,0.513595876,0.127,Typ 18,95.6,0.143887,0.86,9.9,12.6858,7.5,0.4,0.02,32775037.85,5683163.888,Elbe,NWB,1.39255,14.62163,67.82076,67.19429,0.641592991,-0.631238591,-0.093,0.062243879
111000450,111000450_2011,2,2011,0.524509882,0.068,Typ 18,56.4,0.001,0.44,13.7,8.479,7.9,0.036,0.002,32776837.33,5686296.459,Elbe,HMWB,23.16976,12.25658,46.15079,43.88954,-1.017009089,-2.71602442,0.008,0.017646662
111000457,111000457_2011,2,2011,0.522071175,0.406,Typ 15,90.3,0.006,0.69,12.9,10.7081,7.8,0.06,0.004,32788475.45,5692369.795,Elbe,NWB,12.54118,12.40766,61.31832,58.66992,-0.774331,-2.058439565,0.295,0.082323689
111000481,111000481_2011,2,2011,0.469405715,0.215,Typ 14,67.6,0.001,0.696655,11.3,12.9,7.8,0.002,0.01,32765334.09,5710928.741,Elbe,NWB,20.84892,3.20691,72.78025,68.65771,-0.884068291,-0.439617193,0.112,-0.014066956
111000490,111000490_2011,2,2011,0.567045915,0.217,Typ 14,48.3,0.400128,1.8,11,9.2,6.8,0.16,0.03891,32775274.73,5714215.043,Elbe,NWB,64.21719,4.711,30.46608,26.70321,0.883177355,1.485950022,-0.02,0.102236282
111000495,111000495_2011,2,2011,0.527653579,0.407,Typ 15,58.8,0.274478,1.92072,7,21.5,7.62475,0.06877,0.02946,32770881.63,5728507.582,Elbe,NWB,34.84695,7.31648,52.02434,44.31745,0.435343526,-1.110977314,0.34,0.0296843
111000583,111000583_2011,2,2011,0.503704993,0.552,Typ 14,27,8.00E-04,0.13,9.1,19,7.1,0.012,0.001,32882328.05,5704952.766,Elbe,NWB,54.15114,8.09646,24.01059,13.01371,-0.999023247,-0.138269833,0.163,-0.028598333
111000586,111000586_2011,2,2011,0.53896797,0,Typ 15_gross,113,0.05,1.2,8.3,18.8,7,0.47,0.067092,32874461.9,5721941.122,Elbe,NWB,39.02257,12.77935,38.64214,30.71727,1.104072944,0.711930667,0,0.037144634
111000623,111000623_2011,2,2011,0.555486295,0.503,Typ 09,55.9,0.003,0.64,8.4,18.7,7.7,0.007,0.008,32897792.39,5683603.868,Elbe,NWB,19.32152,13.77471,60.56751,49.80011,-0.81316724,-0.601317393,0.162,0.000995025
111000624,111000624_2011,2,2011,0.514094237,0.097,Typ 05.1,57.3,0.212399,4.7,11.1,12.6,6.6,0.07,0.04594,32897541.61,5686151.814,Elbe,NWB,28.62739,5.91383,59.51815,49.791,1.128751918,1.87132828,-0.305,-0.034859466
111000630,111000630_2011,2,2011,0.52694101,0.792,Typ 17,63.8,0.009,0.81,8.4,19.9,7.5,0.011,0.01202,32887611.46,5693320.839,Elbe,NWB,14.6627,10.5231,66.42133,58.8344,-0.689745895,-0.163637582,0.039,-0.03588476
111000637,111000637_2011,2,2011,0.574529776,0.734,Typ 05,51.1,0.001,0.98,12.9,6.952,7.4,0.007494375,0.00233375,32899634.3,5681111.74,Elbe,NWB,19.91165,7.89554,67.3737,59.2356,-0.874570058,-0.337869563,0.06,0.012446215
111000642,111000642_2011,2,2011,0.537181762,0.914,Typ 17,54.6,0.006,0.86,9.5,14.6,7.5,0.008,0.003,32888294.68,5691236.618,Elbe,NWB,14.81086,10.87317,66.06511,59.53423,-0.78902626,-0.151818099,0.198,0.037635782
111000656,111000656_2011,2,2011,0.502201796,0.456,Typ 14,26.3,0.002,0.11,8.4,14.3,6.9,0.026,0.0053325,32895486.45,5704408.83,Elbe,NWB,57.26094,5.38337,29.95835,23.0648,-0.900477622,-2.405550306,0.269,0.010081939
111000663,111000663_2011,2,2011,0.572043553,0.949,Typ 15,77.5,0.003,0.055,9.5,14.7,7.7,0.038,0.00834,32884689.47,5711548.939,Elbe,NWB,41.73247,9.10746,39.75159,30.58063,-0.890605809,0.036511777,0.06,0.052386359
111000670,111000670_2011,2,2011,0.543353376,0.664,Typ 14,24.1,0.001,0.13,10.9,4,6.7,0.024,0.001,32889609.19,5703820.041,Elbe,NWB,61.01352,7.49801,27.36987,17.17348,-0.98764602,-1.92795112,0.491,0.027125811
111000694,111000694_2011,2,2011,0.525596584,0.669,Typ 19,36.3,0.004,0.21,7.2,15.7,6.9,0.015,0.001,32902322.81,5711449.755,Elbe,NWB,52.68286,4.71911,35.00436,26.63045,-0.865716766,0.046724923,0.075,0.029211944
111000728,111000728_2011,2,2011,0.518849718,0.55,Typ 14,52,5.00E-04,0.19,10.3,9.4,6.9,0.022,0.002425,32852481.75,5716567.778,Elbe,NWB,67.05442,13.32592,19.31835,10.14178,-0.923648109,0.076162809,-0.062,0.022505736
111000753,111000753_2011,2,2011,0.52368014,0.435,Typ 17,56.2,0.15,0.62,8.8,19.2,7.6,0.02,0.02064,32871088.53,5696025.577,Elbe,NWB,22.236,8.83028,64.35217,55.66978,-0.412371179,0.480578809,-0.082,0.023782857
111000792,111000792_2011,2,2011,0.576930228,0.855,Typ 17,74,0.004,0.56,10.8,16.6,8.3,0.003,0.0096325,32833394.87,5682693.033,Elbe,NWB,38.39142,13.02459,45.96912,31.73375,-0.936458603,-0.051746914,0.008,-0.006481698
111000898,111000898_2011,3,2011,0.522150004,0.742,Typ 09.2,34.6,0.001,0.41,10.6,20.8,8.2,0.004069986,0.003,32765765.45,5674229.183,Elbe,NWB,27.66621,11.28112,40.7981,31.33443,-1.070617747,-0.064825685,-0.116,-0.025787133
111000961,111000961_2011,2,2011,0.572154979,0.475,Typ 05,58.6,0.005,0.66,11.1,6.2,7.9,0.019,0.007,32783920.71,5643199.572,Elbe,HMWB,10.17611,22.61112,54.80625,42.04119,-0.875169495,-2.265229713,0.307,0.005864483
111000970,111000970_2011,2,2011,0.588222631,0.789,Typ 09.2,28.6,0.003,0.25,9.5,13.7,7.6,0.021,0.012,32780117.12,5657702.371,Elbe,NWB,33.57382,11.00294,29.1954,19.73341,-0.932893294,0.060555153,-0.015,0.011383128
111000975,111000975_2011,2,2011,0.532221749,0.253,Typ 06,82.1,0.013,0.57,11.9,9.7,7.9,0.016,0.002,32780215.07,5666059.458,Elbe,NWB,1.72469,33.49782,46.04564,43.6277,-0.905826028,-1.650520171,0.102,0.052797502
111001009,111001009_2011,2,2011,0.583589875,0.828,Typ 09,17.7,7.00E-04,0.19,9.7,15,7.4,0.004171875,0.004,32788478.58,5617036.885,Elbe,NWB,30.99755,4.40861,13.69824,8.14186,-1.047756619,0.027958969,0.049,0.003673973
111001015,111001015_2011,2,2011,0.584556772,0.522,Typ 05,32.6,0.003,0.42,11.1,6.8,7.4,0.01752,0.011,32786263.51,5627211.017,Elbe,NWB,31.04168,20.10546,40.97001,26.02667,-0.923840706,-0.711551325,0.101,0.038687222
111001025,111001025_2011,2,2011,0.612255981,0.794,Typ 05,22.9,0.00203925,0.45,13,6.265,7.2,0.017595,0.006012125,32800464.66,5629644.008,NA,NWB,21.93999,10.50228,56.54449,38.82322,-1.00373155,0.006572829,0.093,0.029158188
111001079,111001079_2011,2,2011,0.547297285,0.727,Typ 09.2,30,0.004,0.2,8.1,18.3,7.1,0.02,0.013,32747208.82,5632284.013,Elbe,HMWB,54.05094,13.49712,19.98137,12.29413,-0.848623045,0.047270144,-0.055,-0.01856281
111001091,111001091_2011,2,2011,0.523790116,0.455,Typ 05,56.8,0.004,0.94,11.2,6.9,7.5,0.007,0.0057275,32766464.89,5668694.732,Elbe,NWB,15.05029,5.80579,66.97014,63.31302,-0.806666732,-0.396531636,0.114,-0.002357768
111001105,111001105_2011,2,2011,0.573118162,0.81,Typ 05,11,0.00447725,0.064,10.2,10.7,7,0.0050375,0.0032548,32752841.33,5594567.966,Elbe,NWB,89.04905,1.46661,7.9907,0.1067,-1.064486689,-0.049292133,0.086,-0.000137059
111001108,111001108_2011,2,2011,0.561071725,0.894,Typ 05,8.4,0.0042395,0.07,10,13.6,6.6,0.005423125,0.001,32757044.33,5602046.571,Elbe,NWB,89.92599,2.8983,3.7831,0.29159,-1.03624296,-0.007877459,-0.011,-0.01560257
111001137,111001137_2011,2,2011,0.548610969,0.665,Typ 05,16.7,0.0018545,0.12,11.7,7.3,7.4,0.004765625,0.001,32760368.1,5613925.313,Elbe,HMWB,36.36494,29.76884,25.20665,21.85761,-1.142887088,-0.063733991,0.114,-0.040103348
111001147,111001147_2011,2,2011,0.575804791,0.633,Typ 05,33,0.006,0.55,10.2,11.4,7.6,0.014,0.016,32748534.74,5619342.805,Elbe,HMWB,38.82079,14.20244,43.08112,25.59199,-0.853997223,-0.174023687,0.222,0.002692958
111001166,111001166_2011,2,2011,0.548970585,0.149,Typ 05,55.5,0.227846,6.4,10.6,10.8,7.6,0.132768667,0.03288,32763552.43,5642779.855,Elbe,NWB,7.77741,29.58439,36.41533,27.37015,1.632815768,2.687278552,-0.094,-0.000723302
111001181,111001181_2011,3,2011,0.522379619,0.329,Typ 05,29.1,0.002,0.45,12.7,7.252,7.2,0.063,0.006,32774124.06,5625417.715,NA,HMWB,45.26532,16.35313,33.81477,25.35196,-0.869245241,-0.971362667,0.109,-0.014268492
111001182,111001182_2011,2,2011,0.536185011,0.527,Typ 05,49.8,0.003,0.51,12.7,6.912,7.5,0.029,0.006,32774221.99,5625620.961,Elbe,HMWB,31.73928,27.26227,37.95096,28.19453,-0.929747788,-0.075528336,0.155,0.028123906
111001191,111001191_2011,2,2011,0.479017575,0.369,Typ 09,48.2,0.004,0.44,10.2,14.7,7.7,0.004,0.011,32774731.27,5642418.373,Elbe,HMWB,29.34898,28.57887,33.69045,25.30187,-0.926352462,-1.857531381,0.237,-0.079205983
111001214,111001214_2011,2,2011,0.530883198,0.281,Typ 05,71,0.003,0.68,14.1,7.687,7.6,0.041,0.001,32774656.51,5639331.333,Elbe,HMWB,24.58622,32.81973,31.44718,26.4898,-0.89942007,-1.161330465,0.028,0.008813418
111001225,111001225_2011,3,2011,0.507323855,0.499,Typ 05,25.8,0.001,0.11,12.1,5.7,7.1,0.008,0.015,32737775.46,5568481.236,Elbe,NWB,53.95835,1.18101,17.44691,7.31535,-1.029898665,0.039618123,-0.094,-0.073952516
111001247,111001247_2011,2,2011,0.499579649,0.189,Typ 14,66.4,0.001,0.52,11.6,5.3,7,0.003,0.001,32754450.45,5699672.379,Elbe,NWB,41.30311,3.33443,42.03803,41.19402,-0.913350114,-2.107268112,0.158,0.046841275
111001249,111001249_2011,2,2011,0.536165513,0.088,Typ 18,53.9,0.286028,4.7,11.2,11.109,7,0.24,0.042937,32756175.24,5695424.78,Elbe,NWB,50.28735,10.7503,29.45627,24.99394,1.649233875,2.584409408,-0.087,0.030856
111001263,111001263_2011,2,2011,0.544818868,0.181,Typ 06,102,0.013,0.72,8.7,11,7.3,0.025,0.004,32771533.02,5685816.243,Elbe,NWB,0.1323,5.05358,87.02379,82.88927,-0.637861092,-2.940234651,0.092,0.013071893
111001306,111001306_2011,2,2011,0.466533261,0.276,Typ 16,55.8,0.11,1.5,8.1,15.8,7,0.15,0.040704,32747671.55,5722688.069,Elbe,NWB,72.89777,5.68445,20.77929,17.8202,0.265859033,1.152729393,-0.244,-0.082739583
111001311,111001311_2011,2,2011,0.488431826,0.555,Typ 14,61.3,0.001,0.28,8.2,13,6.6,0.011,0.0054075,32748277.51,5721341.335,Elbe,NWB,45.89909,5.51892,42.55027,37.1376,-0.798818207,-1.426101824,0.108,0.05696253
111001313,111001313_2011,2,2011,0.561603266,0.638,Typ 05,17.7,5.00E-04,0.18,10.8,8.7,7.3,0.002,0.001,32732682.97,5576479.933,Elbe,NWB,75.33456,3.04167,28.42967,14.78298,-1.09666433,-0.046781404,0.005,0.001563938
111001314,111001314_2011,3,2011,0.60245728,0.806,Typ 05,13.9,0.00173975,0.17,10.7,9,7.3,0.002043625,0.001,32734831.65,5574459.282,Elbe,NWB,73.59261,5.49563,30.20003,14.53938,-1.100056183,-0.099464231,-0.07,0.010507991
111001402,111001402_2011,2,2011,0.607285151,0.7,Typ 05,29.6,0.002,0.5,9.8,12.7,9.4,0.004,0.001,32741676.79,5603277.081,Elbe,NWB,60.71585,10.64896,26.92667,15.77353,-1.147972774,-0.123320731,0.004,0.044178209
111001428,111001428_2011,2,2011,0.501449395,0.504,Typ 17,114,0.005,0.65,11.4,10.7,7.7,0.013,0.0113275,32735816.9,5685580.561,Elbe,HMWB,14.87936,13.01174,60.47095,55.05473,-0.767552478,-1.664139474,0.402,-0.001912767
111001434,111001434_2011,2,2011,0.487568995,0.203,Typ 05,69.7,0.99,0.66,9.5,13.1,7.9,0.34,0.013,32738036.89,5624553.404,Elbe,NWB,63.92817,11.03086,22.649,18.07851,2.089782022,2.537254214,-0.005,0.023135763
111001454,111001454_2011,2,2011,0.564904919,0.267,Typ 14,84.9,0.003,0.33,8,11.3,7.6,0.009,0.001,32746108.02,5679714.014,Elbe,NWB,18.08573,5.13685,66.22951,59.20037,-0.857722472,-1.17897672,0.124,0.043180529
111001455,111001455_2011,2,2011,0.520377871,0.321,Typ 14,169,0.005,0.8,8.3,9.6,7.1,0.023,0.0120575,32745262.21,5678827.472,Elbe,HMWB,10.882,4.61962,78.96299,75.1546,-0.446871064,-1.356950028,0.096,-0.002118255
111001460,111001460_2011,2,2011,0.566560419,0.584,Typ 14,67.3,0.009,1.1,9.6,9.2,7.4,0.022,0.004,32755451.94,5682338.47,NA,NWB,28.75186,7.43229,53.47307,48.77978,-0.646132246,0.054320084,-0.006,0.000558507
111001504,111001504_2011,2,2011,0.561582866,0.477,Typ 15,102,0.009,0.44,7.6,15.8,7.5,0.021,0.03,32745256.75,5672120.518,Elbe,HMWB,15.36244,12.64535,59.49167,55.87784,-0.573823897,0.162351738,-0.044,0.084016185
112000016,112000016_2011,8,2011,0.530572467,0.65,Typ 09.2,77.5645,0.009,0.339,8.7,18.2,8.68,0.031,0.025,32573776.5,5631885.768,Weser,NWB,55.57199,10.13842,30.9452,14.64171,-0.793184587,0.293818405,-0.029,-0.05305506
112000025,112000025_2011,5,2011,0.536966639,0.141,Typ 09.2,106.6575,0.002,0.325,16.03,18.2,9.89,0.001,0.001,32589230.64,5661474.421,Weser,NWB,47.5153,10.1884,NA,NA,-1.321821118,-3.04769489,0.062,0.023330645
112000058,112000058_2011,8,2011,0.563928521,0.516,Typ 09.1,58.1,0.001,0.204,11.01,18.3,8.34,0.004,0.013,32569298.6,5630476.595,Weser,NWB,40.87862,7.35848,50.42164,16.56633,-1.057281585,-0.058448603,-0.272,-0.033301427
112000117,112000117_2011,12,2011,0.520548442,0.075,Typ 09.1,153.5275,0.009,0.476,11.7,14.1,9.59,0.005,0.018,32625373.44,5695674.438,Elbe,HMWB,31.20839,10.7134,52.72105,44.29109,-0.912311445,0.050134679,-0.163,0.041208655
112000120,112000120_2011,12,2011,0.530328828,0.11,Typ 09.1,224.476,0.12,3.24,6.8,21.7,8.98,0.17,0.11,32637382.19,5690298.499,Elbe,HMWB,37.8505,10.89972,46.35406,39.27583,1.338936884,0.662633111,0.029,0.020915605
112000121,112000121_2011,12,2011,0.476600845,0.02,Typ 09.1,157.77,0.005,0.467,8.4,22.8,9.18,0.005,0.04,32650728.78,5683933.817,Elbe,HMWB,34.09736,10.55273,50.79208,44.41004,-0.65195074,0.364551152,-0.188,-0.002163407
112000123,112000123_2011,12,2011,0.555012684,0.317,Typ 07,80.8,0.004,0.585,8.8,16.2,8.16,0.007,0.002,32596375.9,5696087.066,Elbe,NWB,31.71889,12.00995,50.49456,37.91097,-0.872618843,-0.32625382,0.132,0.017434672
112000124,112000124_2011,12,2011,0.467796997,0.649,Typ 09.1,110.1,0.014,0.84925,7.2,17.9,7.77,0.012,0.046,32605607.88,5696500.071,Elbe,NWB,30.23479,12.38943,51.82068,42.91198,-0.384576188,0.148092097,0.221,-0.056992895
112000125,112000125_2011,12,2011,0.502661676,0.521,Typ 09.1,161.1,0.004,0.423,8.5,19.2,7.92,0.006,0.038,32607090.85,5696736.857,Elbe,NWB,30.96695,12.8419,50.64227,41.745,-0.552003848,0.165701172,-0.14,-0.034750124
112000127,112000127_2011,11,2011,0.539256714,0.565,Typ 09.1,33.5,0.004,0.359,8.4,17.3,7.95,0.008,0.022,32611272.61,5700649.825,Elbe,NWB,31.2958,13.09214,49.96541,41.36603,-0.868841005,-0.303886169,-0.077,-0.01156267
112000128,112000128_2011,9,2011,0.563504714,0.24,Typ 06,147.794,0.1,3.02,11.6,19.7,9.05,0.24,0.04279,32603098.65,5704683.834,Elbe,HMWB,45.14572,7.52824,43.43752,38.13104,0.749675413,-1.033201634,0.01,0.052370085
112000130,112000130_2011,11,2011,0.517596446,0.222,Typ 06,123.4255,0.006,0.536,8.5,19.1,8.98,0.011,0.021,32610657.86,5701124.868,Elbe,HMWB,38.41772,8.73681,48.23309,37.91362,-0.762621146,-2.272816298,0.061,-0.027811744
112000132,112000132_2011,3,2011,0.488007794,0,Typ 06,300.511095,0.09,0.8,7.3,15.9,8.74,0.1,0.11,32658306.58,5693535.261,Elbe,HMWB,29.27181,4.79693,61.32779,58.78303,0.567783345,-0.06507276,0,0.002817883
112000140,112000140_2011,2,2011,0.560047877,0.819,Typ 09.2,61.6275,0.005,0.372,10.61,11.6,8.49,0.006,0.002,32714940.61,5643538.004,Elbe,HMWB,38.67009,10.61427,43.84661,30.33959,-1.051686802,-0.095301095,0.084,0.047647056
112000146,112000146_2011,5,2011,0.513469817,0.208,Typ 05,92.9655,0.265585,3.44,11.35,11,7.73,0.27,0.03,32717419.12,5638636.768,Elbe,NWB,9.03355,29.39235,53.68527,40.83087,1.257520469,1.346452757,0.075,0.133208916
112000206,112000206_2011,6,2011,0.366170956,0,Typ 09.2,504.719863,0.02,3.35,10.77,21.2,9.12,0.08,0.1,32584638.89,5649937.548,Weser,NWB,52.36042,9.55574,NA,NA,1.212129819,0.143854237,0,-0.040562352
112000263,112000263_2011,2,2011,0.601724655,0.405,Typ 06,92.676,5.00E-04,0.612,8.9,11,9.56,0.002,0.003,32581503.45,5675931.056,Weser,NWB,57.6933,7.17003,34.40025,19.37602,-0.99275492,-0.315912666,0.107,0.084780221
112000264,112000264_2011,3,2011,0.590562257,0.326,Typ 06,113.1705,0.153485575,0.667,7.9,11.9,9.33,0.14,0.04,32580018.93,5675638.354,Weser,NWB,48.06462,6.8825,43.56171,28.42022,-0.015845695,1.044150372,-0.15,0.028226699
112000265,112000265_2011,2,2011,0.58950044,0.378,Typ 07,93.5425,0.001,0.843,8.4,11.1,9.34,0.005,0.004,32582853.42,5675428.008,Weser,NWB,61.63084,7.05213,30.85582,17.44999,-0.876901228,-0.757474752,0.125,0.085099735
112000266,112000266_2011,2,2011,0.581149032,0.504,Typ 07,90.9185,9.00E-04,0.699,8.6,10.6,9.58,0.001,0.009,32580124.3,5676747.987,Weser,NWB,37.96872,7.75728,52.7587,31.01305,-0.932270169,-0.136667956,0.071,0.039595273
105000092,105000092_2012,2,2012,0.511204111,0.071,Typ 21,62,0.16793125,1.41,13.6,12.3,8.44,0.05,0.03227,32761340.13,5918712.316,Elbe,HMWB,65.30064,8.29802,20.58571,7.74358,-0.239090799,-0.300417955,-0.054,0.116813618
105000198,105000198_2012,2,2012,0.519307703,0.645,Typ 14,78.1,0.003,0.385,11.18,9.3,8.3,0.005,0.003,32834034.16,5937352.706,Oder,HMWB,26.2681,0.1596,68.27322,62.66396,-1.020855626,-0.125777479,-0.102,-0.002627396
105000204,105000204_2012,2,2012,0.424388961,0.201,Typ 23,70,0.092799,0.7,10.1,10.6,7.86,0.1,0.03905,32717755.48,6021129.915,Warnow/Peene,AWB,64.38894,9.27648,23.92058,6.651,-0.244564111,0.910028473,-0.188,-0.076549869
105000222,105000222_2012,2,2012,0.440857315,0.009,Typ 14,117.89,0.116807375,0.458,15.4,11.3,8.41,0.106802,0.045787,32758032.18,6029774.495,Warnow/Peene,HMWB,6.43633,2.91174,84.64681,73.78556,-0.34787222,-1.76465579,0.002,-0.058139657
105000266,105000266_2012,2,2012,0.551936319,0.452,Typ 14,65.6,0.002,0.415,11.1,8.6,7.97,0.007,0.003,32716542.71,5960592.044,Warnow/Peene,NWB,27.46905,3.4486,67.02053,52.87537,-0.996876227,-1.774745787,0.249,-0.031981747
105000276,105000276_2012,2,2012,0.464003969,0.106,Typ 11,87.7,0.067336375,0.96,9.65,12.2,7.91,0.1,0.03,32778098.28,6034129.112,Warnow/Peene,NWB,21.85685,4.21436,68.93649,55.54466,-0.237420843,0.548147306,-0.134,-0.072267706
106000020,106000020_2012,2,2012,0.491559073,0.319,Typ 15,111.0555,0.157435,2.3,9,15,7.9,0.12,0.01,32554225.32,5824028.046,NA,HMWB,29.12586,31.54001,34.7705,23.78362,0.317677438,1.243621213,-0.135,-0.046632948
106000022,106000022_2012,2,2012,0.524601691,0.653,Typ 09.2,67,0.004,0.23,5.645,11.3,7.8,0.009,0.007,32569099.06,5729649.395,Weser,NWB,46.77735,7.62977,40.14129,31.53212,-0.823101108,0.035315967,-0.004,-0.012799707
106000026,106000026_2012,2,2012,0.46152957,0.194,Typ 09.1,159.34794,0.14248,3.8,10.2,11.5,7.9,0.16,0.09,32577081.48,5772668.146,NA,HMWB,39.89688,8.0245,49.00323,43.28316,1.288709918,0.665262046,-0.034,0.032590476
106000027,106000027_2012,2,2012,0.557755442,0.416,Typ 09.1,101.5675,0.1,0.52,10.5,12.3,7.8,0.034,0.013,32570767.97,5770800.979,NA,HMWB,33.31655,6.03466,58.06994,54.24434,-0.545049659,0.364461238,-0.03,0.053611439
106000028,106000028_2012,2,2012,0.534316265,0.092,Typ 18,113.253,0.17,1.7,6.2,12.3,7.4,0.069,0.035,32567498.5,5786991.577,NA,HMWB,6.90836,7.6607,82.9349,81.66769,0.33141017,1.094963493,-0.211,0.049814619
106000030,106000030_2012,3,2012,0.498208144,0.417,Typ 15,100.498,0.06911625,0.73807,9.2,12.7,8.15,0.06,0.02079,32522671.55,5802922.917,NA,NWB,31.23079,11.53005,54.42229,49.86814,-0.433610404,0.294125508,-0.419,-0.011761216
106000031,106000031_2012,2,2012,0.452457769,0.299,Typ 15,84.965,0.18748,2,9.7,11.4,8,0.12,0.05,32531230.26,5810679.706,NA,HMWB,24.28007,14.85238,57.04292,52.42517,0.445552591,-0.004668058,-0.184,0.005904207
106000035,106000035_2012,3,2012,0.541953554,0.888,Typ 15,55.27,0.002,0.15,9.6,12.5,7.6,0.006,0.002,32515522.53,5880697.105,NA,HMWB,32.57684,12.0585,53.67157,37.18715,-1.013470887,-0.014773175,0.031,0.060105888
106000041,106000041_2012,7,2012,0.539905503,0.875,Typ 15,27.3,0.002,0.12,5.015,15.5,7.6,0.005,0.004,32579390.59,5911001.04,Elbe,HMWB,51.73718,10.39768,36.08777,29.75586,-0.914050812,-0.01859383,-0.093,-0.016125695
106000042,106000042_2012,5,2012,0.586808301,1,Typ 17,27.9,0.001,0.11,4.915,14.5,7.5,0.005,0.004,32565094.22,5907531.69,Elbe,HMWB,59.28966,15.62635,23.03114,17.72647,-0.904819842,-0.010677526,0.073,0.073269967
106000046,106000046_2012,4,2012,0.557670132,0.826,Typ 15,60.701,0.006,0.32,8.9,12.9,7.7,0.025,0.004,32525039.1,5905507.106,NA,NWB,25.45871,11.10379,63.51176,44.44227,-0.877156069,0.023324336,-0.049,0.032980575
106000051,106000051_2012,4,2012,0.508984008,0.065,Typ 15_gross,100.6715,0.002,0.47,8,16.7,7.8,0.008,0.009,32388002.05,5798738.553,NA,HMWB,19.52055,21.23549,NA,NA,-0.773625582,-2.891034889,0.061,0.060289532
106000105,106000105_2012,2,2012,0.390480552,0.143,Typ 15,98.8,0.19,4.4,5.85,10.3,7.6,0.057,0.02,32389680.53,5808832.513,Ems,HMWB,19.88722,20.63072,57.07139,44.89261,0.968670468,1.133171026,-0.489,-0.030518925
106000119,106000119_2012,4,2012,0.470614309,0.004,Typ 15_gross,60,0.165758,2.4,5.48,16.6,7.4,0.12,0.02,32405557.63,5837845.749,Ems,HMWB,23.56903,18.11224,56.94409,47.655,0.49136744,-1.094739313,-0.012,0.014127077
